,agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county,agency_simple
475,Southern Trust Insurance Company,OPERATIONAL,"5444 Riverside Drive, Macon",32.938505600000006,-83.719623,"32.93850559999999,-83.71962300000001",Macon,Georgia,Bibb County,Southern Trust Insurance Company
476,Georgia Farm Bureau,OPERATIONAL,"100 Northside Crossing, Macon",32.8967443,-83.70273470000001,"32.8967443,-83.70273470000001",Macon,Georgia,Bibb County,Farm Bureau
477,Longevity Planning,OPERATIONAL,"Carriage Hills Drive, Griffin",33.234656699999995,-84.3023554,"33.234656699999995,-84.3023554",Griffin,Georgia,Spalding County,Longevity Planning
478,Insurance Brokers-Georgia Inc: Shaw Wanda D,OPERATIONAL,"212 South 10th Street, Griffin",33.2466493,-84.2685173,"33.2466493,-84.2685173",Griffin,Georgia,Spalding County,Insurance Brokers-Georgia Inc: Shaw Wanda D
479,Sammons Insurance Inc,OPERATIONAL,"131 South Harris Street, Sandersville",32.9818726,-82.8107212,"32.98187259999999,-82.81072120000002",Sandersville,Georgia,Washington County,Sammons Insurance Inc
480,Horace Mann Insurance Co,OPERATIONAL,"312 East McCarty Street, Sandersville",32.988587,-82.8070527,"32.98858699999999,-82.8070527",Sandersville,Georgia,Washington County,Horace Mann Insurance Co
481,Scarbrough Insurance,OPERATIONAL,"114 Malone Street, Sandersville",32.9838354,-82.81128249999999,"32.9838354,-82.81128249999998",Sandersville,Georgia,Washington County,Scarbrough Insurance
482,Gail Wiley - COUNTRY Financial representative,OPERATIONAL,"310 South Harris Street, Sandersville",32.978260399999996,-82.8110185,"32.978260399999996,-82.8110185",Sandersville,Georgia,Washington County,Country
483,Farmers Insurance - Ricky Peebles,OPERATIONAL,"112 North Harris Street, Sandersville",32.9832448,-82.8106099,"32.9832448,-82.8106099",Sandersville,Georgia,Washington County,Farmers Insurance - Ricky Peebles
484,Keystone Insurance Group,OPERATIONAL,"6, Georgia 56, Swainsboro",32.6492778,-82.3114458,"32.6492778,-82.3114458",Swainsboro,Georgia,Emanuel County,Keystone Insurance Group
485,"Dawson, Taylor & Co Agent: Becky Cates",OPERATIONAL,"525 West 6th Street, Waynesboro",33.0875848,-82.02202390000001,"33.0875848,-82.02202390000001",Waynesboro,Georgia,Burke County,"Dawson, Taylor & Co Agent: Becky Cates"
486,Black's Insurance Agency Inc.,OPERATIONAL,"147 East Church Street #2, Sandersville",32.9816809,-82.8092293,"32.98168089999999,-82.8092293",Sandersville,Georgia,Washington County,Black's Insurance Agency Inc.
487,Georgia Farm Bureau,OPERATIONAL,"47 East Main Street, Gibson",33.23357,-82.5947929,"33.23356999999999,-82.5947929",Gibson,Georgia,Glascock County,Farm Bureau
488,Senior Life Insurance Company,OPERATIONAL,"1 Senior Life Lane, Thomasville",30.8171043,-84.002443,"30.8171043,-84.00244300000001",Thomasville,Georgia,Thomas County,Senior Life Insurance Company
489,Acceptance Insurance,OPERATIONAL,"15020 U.S. 19, Thomasville",30.8540691,-83.9442311,"30.8540691,-83.9442311",Thomasville,Georgia,Thomas County,Acceptance Insurance
490,Thomas County Farm Bureau: Simmons Eddie,OPERATIONAL,"2376 Georgia 122, Thomasville",30.8541799,-83.93940699999999,"30.8541799,-83.93940699999999",Thomasville,Georgia,Thomas County,Farm Bureau
491,Big Oak Benefits Group,OPERATIONAL,"116 East Monroe Street, Thomasville",30.840639000000003,-83.982333,"30.840639000000003,-83.982333",Thomasville,Georgia,Thomas County,Big Oak Benefits Group
492,Holwell-Fletcher Insurance Agency,OPERATIONAL,"603 East Screven Street, Quitman",30.784445399999996,-83.5549237,"30.784445399999996,-83.55492369999997",Quitman,Georgia,Brooks County,Holwell-Fletcher Insurance Agency
493,1st Choice Insurance Agency,OPERATIONAL,"1100 East Jackson Street D, Thomasville",30.8478503,-83.96423259999999,"30.84785029999999,-83.96423260000002",Thomasville,Georgia,Thomas County,1st Choice Insurance Agency
494,J Keyton Co,OPERATIONAL,"518 North Broad Street, Thomasville",30.8424059,-83.9844679,"30.8424059,-83.9844679",Thomasville,Georgia,Thomas County,J Keyton Co
495,Stephen Gainous - State Farm Insurance Agent,OPERATIONAL,"117 West Jefferson Street, Thomasville",30.837945,-83.98168100000001,"30.837945,-83.98168100000001",Thomasville,Georgia,Thomas County,Statefarm
496,Forsyth Insurance,OPERATIONAL,"127 East Jackson Street, Thomasville",30.8381023,-83.9795114,"30.8381023,-83.97951139999998",Thomasville,Georgia,Thomas County,Forsyth Insurance
497,J Smith Lanier & Co,OPERATIONAL,"327 North Broad Street, Thomasville",30.8399493,-83.9828936,"30.8399493,-83.9828936",Thomasville,Georgia,Thomas County,J Smith Lanier & Co
498,"Jason Morris Insurance Agency, LLC",OPERATIONAL,"27 2nd Avenue Southeast, Moultrie",31.178091499999997,-83.78808609999999,"31.178091499999997,-83.78808609999999",Moultrie,Georgia,Colquitt County,"Jason Morris Insurance Agency, LLC"
499,Lewis Insurance Inc,OPERATIONAL,"127 East Washington Street, Thomasville",30.840291999999998,-83.980987,"30.84029199999999,-83.980987",Thomasville,Georgia,Thomas County,Lewis Insurance Inc
500,South Ga Benefits Consultants,OPERATIONAL,"312 North Crawford Street, Thomasville",30.840748699999995,-83.9807196,"30.840748699999995,-83.9807196",Thomasville,Georgia,Thomas County,South Ga Benefits Consultants
501,Taylor Benefit Resource,OPERATIONAL,"164 Commercial Drive, Thomasville",30.8500023,-83.94283349999999,"30.8500023,-83.94283349999998",Thomasville,Georgia,Thomas County,Taylor Benefit Resource
502,Farmers Insurance - Venice Causey,OPERATIONAL,"107 North Crawford Street, Thomasville",30.838647100000003,-83.9794781,"30.838647100000003,-83.9794781",Thomasville,Georgia,Thomas County,Farmers Insurance - Venice Causey
503,Cotton States Insurance,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.8601433,-82.6043684,"31.8601433,-82.6043684",Hazlehurst,Georgia,Jeff Davis County,Cotton States Insurance
504,Cain Agency Inc.,OPERATIONAL,"113 South Tallahassee Street, Hazlehurst",31.860152399999997,-82.6043597,"31.860152399999997,-82.6043597",Hazlehurst,Georgia,Jeff Davis County,Cain Agency Inc.
505,Title Cash,OPERATIONAL,"338 East Parker Street, Baxley",31.776517699999996,-82.34330279999999,"31.776517699999996,-82.34330279999998",Baxley,Georgia,Appling County,Title Cash
506,Lane Kelly,OPERATIONAL,"7 Simmons Shopping Ctr, Statesboro",32.448787599999996,-81.78316740000001,"32.448787599999996,-81.78316740000001",Statesboro,Georgia,Bulloch County,Lane Kelly
507,Georgia Farm Bureau,OPERATIONAL,"940 Northside Drive East, Statesboro",32.4436907,-81.7680453,"32.4436907,-81.7680453",Statesboro,Georgia,Bulloch County,Farm Bureau
508,Nicole Guarino - State Farm Insurance Agent,OPERATIONAL,"100 Brampton Avenue #1D, Statesboro",32.4130291,-81.76836259999999,"32.4130291,-81.76836259999999",Statesboro,Georgia,Bulloch County,Statefarm
509,Metter Insurance Agency,OPERATIONAL,"59 East North Broad Street, Metter",32.398129,-82.06043299999999,"32.398129,-82.06043299999999",Metter,Georgia,Candler County,Metter Insurance Agency
510,Tiffany Warnell - State Farm Insurance Agent,OPERATIONAL,"10 Stephens Street, Pembroke",32.135064899999996,-81.6237584,"32.13506489999999,-81.6237584",Pembroke,Georgia,Bryan County,Statefarm
511,Dewitt Insurance,OPERATIONAL,"701 Piedmont Loop # 400, Statesboro",32.432196600000005,-81.75968,"32.432196600000005,-81.75968000000002",Statesboro,Georgia,Bulloch County,Dewitt Insurance
512,DeLoach Insurance Agency,OPERATIONAL,"13 West Main Street, Claxton",32.161457399999996,-81.9055518,"32.16145739999999,-81.9055518",Claxton,Georgia,Evans County,DeLoach Insurance Agency
513,Threlkeld Insurance Agency,OPERATIONAL,"604 South Main Street, Glennville",31.930000399999997,-81.9318486,"31.930000399999997,-81.9318486",Glennville,Georgia,Tattnall County,Threlkeld Insurance Agency
514,Shane M Hadden Insurance Agency,OPERATIONAL,"64 North Rountree Street, Metter",32.398924,-82.06092,"32.398924,-82.06092",Metter,Georgia,Candler County,Shane M Hadden Insurance Agency
515,JJ Puccio - State Farm Insurance Agent,OPERATIONAL,"441 South Main Street Unit 124, Statesboro",32.435753999999996,-81.7854079,"32.43575399999999,-81.7854079",Statesboro,Georgia,Bulloch County,Statefarm
516,Beasley's Insurance Inc,OPERATIONAL,"327 North Duval Street # B, Claxton",32.1632884,-81.9039991,"32.1632884,-81.9039991",Claxton,Georgia,Evans County,Beasley's Insurance Inc
517,Parker Insurance,OPERATIONAL,"117 South Main Street, Reidsville",32.0862257,-82.11653340000001,"32.0862257,-82.11653340000001",Reidsville,Georgia,Tattnall County,Parker Insurance
518,Jones & Boyd Insurance Inc,OPERATIONAL,"8 South Rountree Street, Metter",32.396957799999996,-82.0617343,"32.396957799999996,-82.0617343",Metter,Georgia,Candler County,Jones & Boyd Insurance Inc
519,"Jones Land Title, Appraisals & Insurance",OPERATIONAL,"231 South East Broad Street, Metter",32.3971887,-82.0638632,"32.3971887,-82.0638632",Metter,Georgia,Candler County,"Jones Land Title, Appraisals & Insurance"
520,Georgia Titles,OPERATIONAL,"58 South East Broad Street, Metter",32.3970671,-82.0602435,"32.3970671,-82.06024350000001",Metter,Georgia,Candler County,Georgia Titles
521,Chris D Webb Insurance,OPERATIONAL,"220 South Rountree Street, Metter",32.3953171,-82.0619157,"32.39531710000001,-82.0619157",Metter,Georgia,Candler County,Chris D Webb Insurance
522,Caughey Hearn - State Farm Insurance Agent,OPERATIONAL,"7573 U.S. 280, Claxton",32.160587199999995,-81.92563299999999,"32.160587199999995,-81.92563299999998",Claxton,Georgia,Evans County,Statefarm
523,BestRate Auto Insurance,OPERATIONAL,"1180 Northside Drive East, Statesboro",32.4465065,-81.77037890000001,"32.4465065,-81.77037890000001",Statesboro,Georgia,Bulloch County,BestRate Auto Insurance
524,"Houston-Lovett & Associates Insurance Agency, LLC",OPERATIONAL,"1831 Northside Drive East, Statesboro",32.4544678,-81.77645129999999,"32.4544678,-81.77645129999998",Statesboro,Georgia,Bulloch County,"Houston-Lovett & Associates Insurance Agency, LLC"
525,Fountain Financial Services,OPERATIONAL,"15 5th Street Southeast A, Moultrie",31.179544500000002,-83.7826874,"31.179544500000002,-83.7826874",Moultrie,Georgia,Colquitt County,Fountain Financial Services
526,Parker Keith,OPERATIONAL,"501 South Main Street, Moultrie",31.1745547,-83.78849740000001,"31.1745547,-83.78849740000001",Moultrie,Georgia,Colquitt County,Parker Keith
527,David Whittington - COUNTRY Financial representative,OPERATIONAL,"280 West Bypass, Moultrie",31.183417,-83.806561,"31.183417,-83.806561",Moultrie,Georgia,Colquitt County,Country
528,Woodmen of the World Insurance,OPERATIONAL,"159 Royale Road, Moultrie",31.228217200000003,-83.82201690000001,"31.228217200000003,-83.82201690000001",Moultrie,Georgia,Colquitt County,Woodmen of the World Insurance
529,American General Life,OPERATIONAL,"114 East Northside Drive, Valdosta",30.869314799999998,-83.28995390000001,"30.869314799999998,-83.28995390000001",Valdosta,Georgia,Lowndes County,American General Life
530,American Income,OPERATIONAL,"1701 Ellington Road Southeast # B, Conyers",33.625001,-83.98325009999999,"33.625001,-83.98325009999998",Conyers,Georgia,Rockdale County,American Income
531,CorVel Corporation,OPERATIONAL,"2905 Premiere Parkway #125, Duluth",34.005757,-84.093159,"34.005757,-84.093159",Duluth,Georgia,Gwinnett County,CorVel Corporation
532,Sterling Life Insurance Co,OPERATIONAL,"3505 Koger Boulevard, Duluth",33.949735,-84.1233527,"33.949735,-84.1233527",Duluth,Georgia,Gwinnett County,Sterling Life Insurance Co
533,Fuerza Latina Insurance,OPERATIONAL,"3750 Venture Drive Suite D-15, Duluth",33.951621200000005,-84.134114,"33.951621200000005,-84.134114",Duluth,Georgia,Gwinnett County,Fuerza Latina Insurance
534,Blackburn Tabb Insurance Agency,OPERATIONAL,"1670 McKendree Church Road #400a, Lawrenceville",33.991023600000005,-84.0349808,"33.991023600000005,-84.03498080000001",Lawrenceville,Georgia,Gwinnett County,Blackburn Tabb Insurance Agency
535,THE GEORGE FAMILY AGENCY,OPERATIONAL,"6150B Covington Highway, Lithonia",33.7237844,-84.164339,"33.72378439999999,-84.164339",Lithonia,Georgia,DeKalb County,THE GEORGE FAMILY AGENCY
536,American Income Life Insurance Co - Matt Hogan,OPERATIONAL,"1701 Ellington Road Southeast, Conyers",33.625072499999995,-83.98324170000001,"33.625072499999995,-83.98324170000001",Conyers,Georgia,Rockdale County,American Income Life Insurance Co - Matt Hogan
537,Farm Bureau Insurance,OPERATIONAL,"1120 Green Street Southwest, Conyers",33.6703846,-84.0250061,"33.6703846,-84.0250061",Conyers,Georgia,Rockdale County,Farm Bureau
538,Global Insurance & Associates Inc,OPERATIONAL,"5395 Jimmy Carter Boulevard #300, Norcross",33.906470399999996,-84.2055344,"33.906470399999996,-84.20553439999998",Norcross,Georgia,Gwinnett County,Global Insurance & Associates Inc
539,Champions Benefit Approach,OPERATIONAL,"6340 Sugarloaf Parkway, Duluth",33.990249799999994,-84.0907063,"33.99024980000001,-84.0907063",Duluth,Georgia,Gwinnett County,Champions Benefit Approach
540,Georgia Farm Bureau Insurance,OPERATIONAL,"10386 U.S. 278, Covington",33.5957572,-83.82407409999999,"33.5957572,-83.82407409999998",Covington,Georgia,Newton County,Farm Bureau
541,Bryant Insurance,OPERATIONAL,"320 South Madison Avenue, Monroe",33.7911594,-83.7105316,"33.7911594,-83.7105316",Monroe,Georgia,Walton County,Bryant Insurance
542,Aaa Bob Miller Insurance Inc,OPERATIONAL,"120 South Cherokee Road, Social Circle",33.655828799999995,-83.7186608,"33.655828799999995,-83.7186608",Social Circle,Georgia,Walton County,Aaa Bob Miller Insurance Inc
543,C Bennett & Johnson Insurance,OPERATIONAL,"3349 U.S. 84 #100, Blackshear",31.299371,-82.24804,"31.299371,-82.24804",Blackshear,Georgia,Pierce County,C Bennett & Johnson Insurance
544,Woodmen of the World Lodge,OPERATIONAL,"2069 Golf Course Road, Blackshear",31.248297100000002,-82.32562359999999,"31.248297100000002,-82.32562359999999",Blackshear,Georgia,Pierce County,Woodmen of the World Lodge
545,"McNeal, Sports & Company Insurance",OPERATIONAL,"240 Main Street, Blackshear",31.3042216,-82.24061400000001,"31.3042216,-82.24061400000001",Blackshear,Georgia,Pierce County,"McNeal, Sports & Company Insurance"
546,Georgia Farm Bureau Insurance,OPERATIONAL,"1311 Broome Street, Nahunta",31.205231,-81.9795694,"31.205231,-81.9795694",Nahunta,Georgia,Brantley County,Farm Bureau
547,Blackshear GA/Waycross GA,OPERATIONAL,"2000 Plant Avenue, Waycross",31.2227978,-82.34272890000001,"31.2227978,-82.34272890000001",Waycross,Georgia,Ware County,Blackshear GA/Waycross GA
548,"Nationwide Insurance: Watson Insurance Group, LLC",OPERATIONAL,"267 Cleveland Street, Blairsville",34.8724923,-83.9559577,"34.8724923,-83.9559577",Blairsville,Georgia,Union County,Nationwide
549,Georgia Farm Bureau,OPERATIONAL,"10856 Lakewood Highway, Morganton",34.8869634,-84.2621062,"34.8869634,-84.26210619999998",Morganton,Georgia,Fannin County,Farm Bureau
550,Susan De Vries - State Farm Insurance Agent,OPERATIONAL,"321 North Main Street, Hiawassee",34.9520441,-83.75917249999999,"34.95204409999999,-83.75917249999998",Hiawassee,Georgia,Towns County,Statefarm
551,The Hensley Thompson Group,OPERATIONAL,"3990 Appalachian Highway, Blue Ridge",34.8713463,-84.3244572,"34.8713463,-84.3244572",Blue Ridge,Georgia,Fannin County,The Hensley Thompson Group
552,Barrett and Associates Insurance,OPERATIONAL,"333 Big Sky Drive, Hiawassee",34.9538854,-83.7570346,"34.9538854,-83.7570346",Hiawassee,Georgia,Towns County,Barrett and Associates Insurance
553,"Moore Insurance Services, Inc.",OPERATIONAL,"150 South Main Street Unit C, Hiawassee",34.945540799999996,-83.75268940000001,"34.945540799999996,-83.75268940000001",Hiawassee,Georgia,Towns County,"Moore Insurance Services, Inc."
554,Donna Minnich - State Farm Insurance Agent,OPERATIONAL,"3043 Morrison Moore Parkway East, Dahlonega",34.567589500000004,-83.9684111,"34.567589500000004,-83.9684111",Dahlonega,Georgia,Lumpkin County,Statefarm
555,Burch Insurance div. of Farley Insurance,OPERATIONAL,"232 Chatuge Way, Hiawassee",34.9433492,-83.75219270000001,"34.9433492,-83.75219270000001",Hiawassee,Georgia,Towns County,Burch Insurance div. of Farley Insurance
556,Esquire Insurance,OPERATIONAL,"1376 Georgia 515 E, Blairsville",34.8875975,-83.93943940000001,"34.8875975,-83.93943940000001",Blairsville,Georgia,Union County,Esquire Insurance
557,Cotton States Insurance,OPERATIONAL,"357 Murphy Highway, Blairsville",34.880718,-83.9815584,"34.880718,-83.9815584",Blairsville,Georgia,Union County,Cotton States Insurance
558,Alfa Insurance,OPERATIONAL,United States,34.8791878,-83.96055030000001,"34.8791878,-83.96055030000001",Blairsville,Georgia,Union County,Alfa
559,Kim Farner Insurance Agency,OPERATIONAL,"375 North Main Street, Hiawassee",34.953374200000006,-83.75927340000001,"34.95337419999999,-83.75927340000001",Hiawassee,Georgia,Towns County,Kim Farner Insurance Agency
560,"Moore Insurance Services, Inc.",OPERATIONAL,"458 HWY 515 East, Suite B, Blairsville",34.880360100000004,-83.9529509,"34.880360100000004,-83.95295089999998",Blairsville,Georgia,Union County,"Moore Insurance Services, Inc."
561,Jeff Davis - State Farm Insurance Agent,OPERATIONAL,"211 Cleveland Street b, Blairsville",34.8731704,-83.9561423,"34.8731704,-83.9561423",Blairsville,Georgia,Union County,Statefarm
562,Red Clay Financial LLC,OPERATIONAL,"1158 Grindle Bridge Road, Dahlonega",34.575243,-83.8680599,"34.575243,-83.86805989999998",Dahlonega,Georgia,Lumpkin County,Red Clay Financial LLC
563,Jacky Jones Insurance LLC: Allstate Insurance,OPERATIONAL,"2742 Highway 129 S, Cleveland",34.558387200000006,-83.7628593,"34.558387200000006,-83.7628593",Cleveland,Georgia,White County,Allstate
564,Rock Financial & Insurance Group,OPERATIONAL,"13196 Magnolia Street, Blakely",31.380182399999995,-84.922255,"31.380182399999995,-84.92225499999998",Blakely,Georgia,Early County,Rock Financial & Insurance Group
565,Bill Richard - State Farm Insurance Agent,OPERATIONAL,"20 East West Montgomery Cross Road, Savannah",31.999038,-81.1233749,"31.999038,-81.1233749",Savannah,Georgia,Chatham County,Statefarm
566,Victor P Schutz Iii - Aflac Insurance Agent,OPERATIONAL,"130 Canal Street #602, Pooler",32.131010700000004,-81.2548247,"32.131010700000004,-81.2548247",Pooler,Georgia,Chatham County,Aflac
567,GEICO Insurance Agent,OPERATIONAL,"7601 Waters Avenue Suite M, Savannah",32.0032647,-81.1025295,"32.0032647,-81.1025295",Savannah,Georgia,Chatham County,GEICO Insurance Agent
