agency_name,agency_status,agency_address,agency_latitude,agency_longitude,latlng,city,GA_state,county
Mark Eller - COUNTRY Financial representative,OPERATIONAL,"10500 Abercorn Street Ste E, J, Savannah",31.9855765,-81.1313969,"31.9855765,-81.1313969",Savannah,Georgia,Chatham County
SunTrust,OPERATIONAL,"33 Bull Street, Savannah",32.0792598,-81.0919976,"32.0792598,-81.09199759999998",Savannah,Georgia,Chatham County
Willis Personal Lines Inc: Stuart Mary,OPERATIONAL,"7 East Congress Street, Savannah",32.0794701,-81.0914273,"32.0794701,-81.09142729999998",Savannah,Georgia,Chatham County
SunTrust,OPERATIONAL,"215 Main Street, Garden City",32.1082345,-81.1474922,"32.108234499999995,-81.1474922",Garden City,Georgia,Chatham County
Nationwide Insurance: Kingery & Company,OPERATIONAL,"315 Commercial Drive Ste A3, Savannah",32.0043578,-81.108224,"32.0043578,-81.10822399999998",Savannah,Georgia,Chatham County
Marianne L. Fischer: Allstate Insurance,OPERATIONAL,"2250 East Victory Drive Ste 101, Savannah",32.0378931,-81.0581082,"32.037893100000005,-81.05810819999998",Savannah,Georgia,Chatham County
Love Insurance,OPERATIONAL,"10500 Abercorn Street, Savannah",31.9857159,-81.1316089,"31.9857159,-81.1316089",Savannah,Georgia,Chatham County
CFS Insurance,OPERATIONAL,"100 Blue Heron Drive, Savannah",32.0300474,-80.96565,"32.0300474,-80.96565",Savannah,Georgia,Chatham County
SunTrust,OPERATIONAL,"324 Johnny Mercer Boulevard, Savannah",32.0146852,-80.9816891,"32.0146852,-80.9816891",Savannah,Georgia,Chatham County
Lynn Walker - State Farm Insurance Agent,OPERATIONAL,"6710 Johnny Mercer Boulevard, Savannah",32.0195027,-80.9750241,"32.0195027,-80.9750241",Savannah,Georgia,Chatham County
Ila-Employers Welfare Fund,OPERATIONAL,"10 Mersey Way, Savannah",32.050661,-81.164406,"32.050661,-81.16440600000001",Savannah,Georgia,Chatham County
Lee Hill & Rowe Insurance,OPERATIONAL,"7031 Hodgson Memorial Drive, Savannah",32.009675,-81.10947,"32.009675,-81.10947000000002",Savannah,Georgia,Chatham County
Candra Warren - State Farm Insurance Agent,OPERATIONAL,"127 South Main Street, Ellijay",34.6932494,-84.4836138,"34.6932494,-84.48361379999999",Ellijay,Georgia,Gilmer County
Hawkins Lequida,OPERATIONAL,"6 Sailors Drive, Ellijay",34.6908033,-84.4779241,"34.6908033,-84.4779241",Ellijay,Georgia,Gilmer County
Smart Cash,OPERATIONAL,"368 Craig Street #102, East Ellijay",34.6817795,-84.4745627,"34.6817795,-84.47456269999998",East Ellijay,Georgia,Gilmer County
National Title Pawn,OPERATIONAL,"3835 Appalachian Highway, Blue Ridge",34.871837,-84.327804,"34.871837,-84.327804",Blue Ridge,Georgia,Fannin County
"Southern States Insurance, Inc. of East Ellijay",OPERATIONAL,"489 Highland Crossing #206, East Ellijay",34.6626915,-84.4879956,"34.6626915,-84.48799559999998",Ellijay,Georgia,Gilmer County
National Title Pawn,OPERATIONAL,"923 Industrial Boulevard, Ellijay",34.6855053,-84.4789101,"34.685505299999996,-84.47891010000002",Ellijay,Georgia,Gilmer County
Appalachian Insurance Services,OPERATIONAL,"3441 East 1st Street, Blue Ridge",34.8675804,-84.3215597,"34.8675804,-84.32155970000001",Blue Ridge,Georgia,Fannin County
Gilmer County Farm Bureau,OPERATIONAL,Ellijay,34.6948076,-84.4821498,"34.6948076,-84.4821498",Ellijay,Georgia,Gilmer County
BB&T Insurance Services,OPERATIONAL,"2800 Scenic Drive, Blue Ridge",34.8726501,-84.3275395,"34.8726501,-84.3275395",Blue Ridge,Georgia,Fannin County
Alfa Insurance,OPERATIONAL,"10081 Blue Ridge Drive, Blue Ridge",34.8750457,-84.3217857,"34.87504570000001,-84.32178569999998",Blue Ridge,Georgia,Fannin County
Farmers Insurance - Donald Curtis,OPERATIONAL,"4195 East 1st Street, Blue Ridge",34.873916,-84.3102954,"34.873915999999994,-84.3102954",Blue Ridge,Georgia,Fannin County
Appalachian Title,OPERATIONAL,"4805 Old Highway 76, Blue Ridge",34.8729746,-84.3018282,"34.872974600000006,-84.3018282",Blue Ridge,Georgia,Fannin County
Charlie Edmondson - State Farm Insurance Agent,OPERATIONAL,"154 Orvin Lance Drive, Blue Ridge",34.8751792,-84.2999715,"34.8751792,-84.2999715",Blue Ridge,Georgia,Fannin County
All American Public Adjusters,OPERATIONAL,"284 School Street, McCaysville",34.983526,-84.375298,"34.983526,-84.375298",McCaysville,Georgia,Fannin County
"Jasper Auto, Home & Life Insurance",OPERATIONAL,"438 Southbrook Drive, Jasper",34.4608578,-84.4454705,"34.4608578,-84.4454705",Jasper,Georgia,Pickens County
Georgia Farm Bureau,OPERATIONAL,"969 Georgia 50, Georgetown",31.8851101,-85.1028096,"31.885110100000002,-85.10280959999999",Georgetown,Georgia,Quitman County
Daniel Insurance Services,OPERATIONAL,"Smith Avenue, Blakely",31.3755311,-84.9326848,"31.37553109999999,-84.93268479999998",Blakely,Georgia,Early County
Neil Herriman: Allstate Insurance,OPERATIONAL,"3108 Wrightsboro Road Ste A, Augusta",33.4700523,-82.0499171,"33.4700523,-82.0499171",Augusta,Georgia,Richmond County
J Smith Lanier & Co,OPERATIONAL,"2601 Commons Boulevard, Augusta",33.509749,-82.042188,"33.509749,-82.042188",Augusta,Georgia,Richmond County
A Advantage Insurance,OPERATIONAL,"3724 Atlanta Highway, Athens",33.945347,-83.470964,"33.94534699999999,-83.470964",Athens,Georgia,Clarke County
Winder Insurance Center,OPERATIONAL,"73 Church Street, Winder",33.9944947,-83.7249518,"33.994494700000004,-83.72495179999999",Winder,Georgia,Barrow County
Elm Insurance & Financial Services,OPERATIONAL,"234 West Jackson Street, Thomasville",30.8370558,-83.9794694,"30.8370558,-83.9794694",Thomasville,Georgia,Thomas County
Custard Insurance Adjusters,OPERATIONAL,"201 Stratford Way, Thomasville",30.7971255,-83.9938579,"30.7971255,-83.99385790000001",Thomasville,Georgia,Thomas County
Jamil Robertson - Unified Insurance Agent,OPERATIONAL,"S, 14004 Old Albany Road #104, Thomasville",30.8408354,-83.9429729,"30.8408354,-83.9429729",Thomasville,Georgia,Thomas County
Georgia's Finest Insurance Broker,OPERATIONAL,"229 East Jefferson Street, Thomasville",30.840487,-83.9790739,"30.840487,-83.9790739",Thomasville,Georgia,Thomas County
ASI,OPERATIONAL,"2123 Eastview Parkway Northeast, Conyers",33.6702581,-83.9793402,"33.67025810000001,-83.9793402",Conyers,Georgia,Rockdale County
John Streer Agency LLC,OPERATIONAL,"824 South Milledge Avenue #205, Athens",33.944394,-83.388295,"33.944394,-83.388295",Athens,Georgia,Clarke County
Stearns Agency,OPERATIONAL,"1431 Capital Avenue #115, Watkinsville",33.86936,-83.4473607,"33.86936,-83.44736069999998",Watkinsville,Georgia,Oconee County
Tammie Pero: Allstate Insurance,OPERATIONAL,"102 Trojan Drive Ste A, Carrollton",33.5681091,-85.0782871,"33.5681091,-85.0782871",Carrollton,Georgia,Carroll County
Tony Brewer - State Farm Insurance Agent,OPERATIONAL,"1133 North Park Street, Carrollton",33.600693,-85.078536,"33.600693,-85.078536",Carrollton,Georgia,Carroll County
Ryan Rice: Allstate Insurance,OPERATIONAL,"206 Bankhead Highway, Carrollton",33.581425,-85.063348,"33.581425,-85.06334799999998",Carrollton,Georgia,Carroll County
Robert Kenimer - State Farm Insurance Agent,OPERATIONAL,"812 Maple Street, Carrollton",33.5745637,-85.0839579,"33.574563700000006,-85.0839579",Carrollton,Georgia,Carroll County
Jill Duncan - State Farm Insurance Agent,OPERATIONAL,"1654 Maple Street, Carrollton",33.5698402,-85.0991798,"33.5698402,-85.0991798",Carrollton,Georgia,Carroll County
Acceptance Insurance,OPERATIONAL,"271 Temple Avenue, Newnan",33.3884329,-84.8203044,"33.3884329,-84.82030440000001",Newnan,Georgia,Coweta County
R. Allan Miles Insurance Agency,OPERATIONAL,"121 Lee Street, Carrollton",33.575274,-85.0745421,"33.575274,-85.0745421",Carrollton,Georgia,Carroll County
Benefield & Tabb Insurance,OPERATIONAL,"110 Bankhead Highway, Carrollton",33.580985,-85.065699,"33.580985,-85.065699",Carrollton,Georgia,Carroll County
Acceptance Insurance,OPERATIONAL,"315 Bankhead Highway Ste C, Carrollton",33.582977,-85.0614584,"33.582977,-85.06145839999998",Carrollton,Georgia,Carroll County
"Sheila J. Butler & Company, Inc.",OPERATIONAL,"225 Maple View Drive STE 302, Carrollton",33.5627258,-85.1164878,"33.562725799999996,-85.1164878",Carrollton,Georgia,Carroll County
Alliance Insurance,OPERATIONAL,"160 Harold Shedd Highway, Bremen",33.7254719,-85.1659867,"33.72547189999999,-85.1659867",Bremen,Georgia,Haralson County
Georgia Farm Bureau,OPERATIONAL,"4010 U.S. 27, Buchanan",33.813846,-85.1931375,"33.81384600000001,-85.19313749999998",Buchanan,Georgia,Haralson County
Pope's Insurance Inc,OPERATIONAL,"119 Alewine Avenue, Tallapoosa",33.7449209,-85.2871693,"33.7449209,-85.2871693",Tallapoosa,Georgia,Haralson County
"Leigh Shirley Insurance Agency, LLC",OPERATIONAL,"275 Carrollton Street, Temple",33.7294794,-85.0292872,"33.7294794,-85.0292872",Temple,Georgia,Carroll County
Jim Carden - State Farm Insurance Agent,OPERATIONAL,"804 Alabama Avenue S, Bremen",33.7064661,-85.1409883,"33.7064661,-85.14098829999998",Bremen,Georgia,Haralson County
Country Financial,OPERATIONAL,"920 Maple Street, Carrollton",33.5734648,-85.0862231,"33.573464799999996,-85.0862231",Carrollton,Georgia,Carroll County
Parnell Insurance,OPERATIONAL,"155 Head Avenue, Tallapoosa",33.745952,-85.287745,"33.745952,-85.287745",Tallapoosa,Georgia,Haralson County
Stairsmiths,OPERATIONAL,Carrollton,33.5801103,-85.0766113,"33.580110299999994,-85.0766113",Carrollton,Georgia,Carroll County
Alliance Insurance,OPERATIONAL,"505 Alabama Avenue, Bremen",33.7160655,-85.1434065,"33.716065500000006,-85.1434065",Bremen,Georgia,Haralson County
BB&T Insurance Services,OPERATIONAL,"610 West Bankhead Highway, Villa Rica",33.7305396,-84.9336655,"33.7305396,-84.93366549999998",Villa Rica,Georgia,Carroll County
Georgia Farm Bureau,OPERATIONAL,"719 U.S. 29, Danielsville",34.1336149,-83.2155533,"34.13361489999999,-83.2155533",Danielsville,Georgia,Madison County
Allstate Insurance Agency,OPERATIONAL,"407 East Franklin Street, Hartwell",34.3536293,-82.9224376,"34.353629299999994,-82.9224376",Hartwell,Georgia,Hart County
Mize Russ,OPERATIONAL,"341 West Howell Street, Hartwell",34.3566433,-82.9436918,"34.356643299999995,-82.94369180000002",Hartwell,Georgia,Hart County
"Franklin Insurance Agency, Inc.",OPERATIONAL,"12584 Augusta Road, Lavonia",34.4333125,-83.1074173,"34.4333125,-83.1074173",Lavonia,Georgia,Franklin County
Franklin Insurance / Teresa Neese,OPERATIONAL,"33 Campbell Drive, Hartwell",34.3524559,-82.9234549,"34.3524559,-82.92345490000001",Hartwell,Georgia,Hart County
Franks Insurance Inc,OPERATIONAL,"11881 Augusta Road, Lavonia",34.424134,-83.1042134,"34.424134,-83.10421339999998",Lavonia,Georgia,Franklin County
Nationwide Ins.,OPERATIONAL,"2800 State Route 336, Toccoa",34.563415,-83.2917382,"34.563415,-83.2917382",Toccoa,Georgia,Stephens County
Vankeith Insurance Inc,OPERATIONAL,"30037 Highway 441 S, Commerce",34.2704554,-83.4659598,"34.2704554,-83.4659598",Commerce,Georgia,Banks County
Georgia Farm Bureau,OPERATIONAL,"893 Elbert Street, Elberton",34.0989246,-82.8473728,"34.098924600000004,-82.8473728",Elberton,Georgia,Elbert County
Melton Insurance Agency,OPERATIONAL,"961 Elbert Street, Elberton",34.0916671,-82.8468345,"34.0916671,-82.8468345",Elberton,Georgia,Elbert County
BB&T Insurance Services,OPERATIONAL,Danielsville,34.1246161,-83.2221162,"34.124616100000004,-83.2221162",Danielsville,Georgia,Madison County
BB&T Insurance Services,OPERATIONAL,"475 East Broad Street, Athens",33.9584946,-83.3731573,"33.9584946,-83.3731573",Athens,Georgia,Clarke County
Title Masters of Georgia LLC,OPERATIONAL,"11695 Johns Creek Parkway # 325, Duluth",34.0653123,-84.1657499,"34.065312299999995,-84.16574990000001",Johns Creek,Georgia,Fulton County
Nie Pan: Allstate Insurance,OPERATIONAL,"6290 Abbotts Bridge Road Ste 602, Duluth",34.0457461,-84.1757162,"34.0457461,-84.1757162",Duluth,Georgia,Fulton County
Nationwide Insurance: Sae Wook Oh,OPERATIONAL,"6290 Abbotts Bridge Road Ste 504, Duluth",34.0448904,-84.1759888,"34.04489040000001,-84.1759888",Johns Creek,Georgia,Fulton County
Abbey Insurance,OPERATIONAL,"3870 Peachtree Industrial Boulevard, Duluth",33.9878734,-84.1685498,"33.9878734,-84.16854980000001",Duluth,Georgia,Gwinnett County
Atlanta Insurance,OPERATIONAL,"1830 Water Place Unit 105, Atlanta",33.9087923,-84.4859499,"33.908792299999995,-84.48594990000001",Atlanta,Georgia,Cobb County
Allstate Insurance: Don Rowan,OPERATIONAL,"2727 Paces Ferry Road Southeast #230, Atlanta",33.866259,-84.474273,"33.866259,-84.474273",Atlanta,Georgia,Cobb County
Curtis & Associates LLC,OPERATIONAL,"3345 Hunting Creek Pass, Douglasville",33.678505,-84.6783871,"33.678505,-84.6783871",Douglasville,Georgia,Douglas County
Met Life,OPERATIONAL,"900 Windy Ridge Parkway Southeast, Atlanta",33.8873955,-84.4678804,"33.887395500000004,-84.46788040000001",Atlanta,Georgia,Cobb County
SunTrust,OPERATIONAL,"4540 South Cobb Drive Southeast, Smyrna",33.843199,-84.50299,"33.843199,-84.50299",Smyrna,Georgia,Cobb County
Georgia Farm Bureau,OPERATIONAL,"9097 Georgia 5, Douglasville",33.732809,-84.764875,"33.732809,-84.76487499999998",Douglasville,Georgia,Douglas County
Hembree Insurance Agency,OPERATIONAL,"8500 Campbellton Street, Douglasville",33.7490573,-84.7454911,"33.7490573,-84.7454911",Douglasville,Georgia,Douglas County
SunTrust,OPERATIONAL,"6943 Douglas Boulevard, Douglasville",33.7256425,-84.758175,"33.7256425,-84.758175",Douglasville,Georgia,Douglas County
MY FINANCIAL SERVICES,OPERATIONAL,"430 West Bankhead Highway, Villa Rica",33.731609,-84.928796,"33.731609000000006,-84.92879599999998",Villa Rica,Georgia,Carroll County
Hightower Family Funeral Homes,OPERATIONAL,"12651 Veterans Memorial Highway, Douglasville",33.7462176,-84.7593498,"33.74621759999999,-84.7593498",Douglasville,Georgia,Douglas County
ACT Insurance Agency,OPERATIONAL,"229 West Bankhead Highway, Villa Rica",33.733094,-84.922741,"33.733094,-84.922741",Villa Rica,Georgia,Carroll County
Senior Advocate Center,OPERATIONAL,"309 Briarwood Drive, Carrollton",33.556207,-85.1071459,"33.556207,-85.10714589999998",Carrollton,Georgia,Carroll County
Georgia Farm Bureau,OPERATIONAL,"611 East 3rd Street, Donalsonville",31.0391085,-84.8734159,"31.0391085,-84.87341590000001",Donalsonville,Georgia,Seminole County
Alfa Insurance - Nate Gahman Agency,OPERATIONAL,"1533 U.S. Highway 19 South Ste B, Leesburg",31.6331005,-84.1751406,"31.6331005,-84.17514059999999",Leesburg,Georgia,Lee County
Primerica,OPERATIONAL,"1216 Dawson Road #113, Albany",31.5851579,-84.1828153,"31.58515790000001,-84.18281529999999",Albany,Georgia,Dougherty County
Magellan Wealth Advisors,OPERATIONAL,"7000 Central Parkway, Atlanta",33.9271716,-84.3487003,"33.9271716,-84.34870029999998",Sandy Springs,Georgia,Fulton County
Glenn/Davis & Associates,OPERATIONAL,"23452 U.S. 80, Statesboro",32.4293453,-81.7441555,"32.42934530000001,-81.7441555",Statesboro,Georgia,Bulloch County
Primerica,OPERATIONAL,"35 East Main Street #8, Statesboro",32.4490435,-81.7821781,"32.4490435,-81.7821781",Statesboro,Georgia,Bulloch County
RaDonna Sapp: Allstate Insurance,OPERATIONAL,"124 North Main Street, Statesboro",32.45295,-81.783212,"32.45295000000001,-81.78321199999998",Statesboro,Georgia,Bulloch County
Allstate Insurance - Franklin Insurance Group Llc,OPERATIONAL,"106 Northside Drive East, Statesboro",32.436038,-81.757797,"32.436038,-81.757797",Statesboro,Georgia,Bulloch County
Larry Akins Insurance,OPERATIONAL,"27 South Zetterower Avenue, Statesboro",32.4464111,-81.7784118,"32.446411100000006,-81.7784118",Statesboro,Georgia,Bulloch County
Acceptance Insurance,OPERATIONAL,"602 Brannen Street #4, Statesboro",32.435014,-81.7694549,"32.435014,-81.76945490000001",Statesboro,Georgia,Bulloch County
State Farm Insurance,OPERATIONAL,"10 Stephens Street, Pembroke",32.1350473,-81.6237536,"32.1350473,-81.6237536",Pembroke,Georgia,Bryan County
Waters Insurance & Realty,OPERATIONAL,"369 Savannah Avenue, Statesboro",32.442424,-81.768681,"32.442424,-81.768681",Statesboro,Georgia,Bulloch County
Lester & Associates,OPERATIONAL,"24 Joe Kennedy Boulevard #1, Statesboro",32.3942354,-81.8142128,"32.3942354,-81.81421279999998",Statesboro,Georgia,Bulloch County
Diversified Insurance Services,OPERATIONAL,"304 South Walnut Street, Statesboro",32.4406172,-81.7852518,"32.440617200000005,-81.7852518",Statesboro,Georgia,Bulloch County
Tarkenton Financial,OPERATIONAL,"38 Courtland Street, Statesboro",32.4494626,-81.7820374,"32.4494626,-81.78203740000001",Statesboro,Georgia,Bulloch County
BB&T Insurance Services,OPERATIONAL,"20 Siebald Street, Statesboro",32.44992,-81.7821724,"32.44992,-81.78217240000001",Statesboro,Georgia,Bulloch County
Paul V. Wendelken: Allstate Insurance,OPERATIONAL,"107 North Columbia Avenue, Rincon",32.290432,-81.234756,"32.290432,-81.23475599999998",Rincon,Georgia,Effingham County
Kellee Communications Group,OPERATIONAL,"6000 North Terminal Parkway # T118, Atlanta",33.6412569,-84.4445395,"33.641256899999995,-84.44453949999998",Atlanta,Georgia,Clayton County
Ricky Gilley American Family Insurance,OPERATIONAL,"1745 Phoenix Boulevard, College Park",33.6157694,-84.4462238,"33.6157694,-84.4462238",College Park,Georgia,Clayton County
Richard Horton American Family Insurance,OPERATIONAL,"4910 Jonesboro Road, Union City",33.5713913,-84.5485913,"33.57139129999999,-84.5485913",Union City,Georgia,Fulton County
Primerica,OPERATIONAL,"3800 Camp Creek Parkway #110, Atlanta",33.6513808,-84.5144299,"33.6513808,-84.51442990000001",Atlanta,Georgia,Fulton County
Enrico Lewis: Allstate Insurance,OPERATIONAL,"777 Cleveland Avenue Southwest Ste 104, Atlanta",33.6817244,-84.414848,"33.6817244,-84.41484799999998",Atlanta,Georgia,Fulton County
Collier Insurance,OPERATIONAL,"5538 Old National Highway suite 250, Atlanta",33.605031,-84.4702899,"33.605031,-84.47028990000001",Atlanta,Georgia,Fulton County
Crystal Compton - State Farm Insurance Agent,OPERATIONAL,"4584 Jonesboro Road, Forest Park",33.6296819,-84.3558971,"33.629681899999994,-84.35589709999998",Forest Park,Georgia,Clayton County
SunTrust,OPERATIONAL,"3510 Camp Creek Parkway, East Point",33.6555229,-84.5035515,"33.6555229,-84.5035515",East Point,Georgia,Fulton County
Acceptance Insurance,OPERATIONAL,"532 Forest Parkway Ste D, Forest Park",33.6220506,-84.3722955,"33.6220506,-84.37229549999998",Forest Park,Georgia,Clayton County
Mark Bartley - State Farm Insurance Agent,OPERATIONAL,"8896 Tara Boulevard #400, Jonesboro",33.512278,-84.358227,"33.51227799999999,-84.358227",Jonesboro,Georgia,Clayton County
